广东频道,#genre#
北京纪实,http://192.168.2.1:8888/rtp/239.10.0.184:1025$超清
北京纪实,http://192.168.2.1:8888/rtp/239.20.0.87:3052$超清
北京纪实,http://192.168.2.1:8888/rtp/239.20.0.174:2146$超清
国学频道,http://192.168.2.1:8888/rtp/239.10.0.38:1025$标清
国学频道,http://192.168.2.1:8888/rtp/239.20.0.247:2292$标清
江苏财富天下,http://192.168.2.1:8888/rtp/239.10.0.177:1025$标清
江苏财富天下,http://192.168.2.1:8888/rtp/239.20.0.167:2132$标清
江苏靓妆,http://192.168.2.1:8888/rtp/239.10.0.25:1025$标清
江苏靓妆,http://192.168.2.1:8888/rtp/239.20.0.188:2174$标清
河南文物宝库,http://192.168.2.1:8888/rtp/239.10.0.39:1025$标清
河南文物宝库,http://192.168.2.1:8888/rtp/239.20.0.248:2294$标清
河南梨园频道,http://192.168.2.1:8888/rtp/239.10.0.233:1025$标清
河南梨园频道,http://192.168.2.1:8888/rtp/239.20.0.223:2244$标清
河南武术世界,http://192.168.2.1:8888/rtp/239.10.0.29:1025$标清
河南武术世界,http://192.168.2.1:8888/rtp/239.20.0.190:2178$标清
游戏竞技,http://192.168.2.1:8888/rtp/239.10.0.24:1025$标清
游戏竞技,http://192.168.2.1:8888/rtp/239.20.0.187:2172$标清
湖南金鹰卡通,http://192.168.2.1:8888/rtp/239.10.0.173:1025$标清
湖南金鹰卡通,http://192.168.2.1:8888/rtp/239.20.0.163:2124$标清
湖南金鹰纪实,http://192.168.2.1:8888/rtp/239.10.0.206:1025$
湖南金鹰纪实,http://192.168.2.1:8888/rtp/239.20.0.196:2190$
湖南金鹰纪实,http://192.168.2.1:8888/rtp/239.10.0.59:1025$超清
湖南金鹰纪实,http://192.168.2.1:8888/rtp/239.20.0.85:3060$超清
熊猫频道,http://192.168.2.1:8888/rtp/239.10.0.82:1025$
熊猫频道,http://192.168.2.1:8888/rtp/239.20.0.53:3188$
爱上4K,http://192.168.2.1:8888/rtp/239.11.0.26:1025$4k
爱上4K,http://192.168.2.1:8888/rtp/239.21.0.37:3488$4k
环球奇观,http://192.168.2.1:8888/rtp/239.10.0.36:1025$标清
环球奇观,http://192.168.2.1:8888/rtp/239.20.0.245:2288$标清
现代教育,http://192.168.2.1:8888/rtp/239.20.0.128:2054$标清
粤TV-极K影视,http://192.168.2.1:8888/rtp/239.10.0.220:1025$4k
粤TV-极K影视,http://192.168.2.1:8888/rtp/239.20.0.210:2218$4k
粤TV-极K精选,http://192.168.2.1:8888/rtp/239.10.0.85:1025$4k
粤TV-极K精选,http://192.168.2.1:8888/rtp/239.10.0.237:1025$4k
粤TV-极K精选,http://192.168.2.1:8888/rtp/239.20.0.49:3204$4k
精选频道,http://192.168.2.1:8888/rtp/239.11.0.15:1025$标清
精选频道,http://192.168.2.1:8888/rtp/239.20.0.17:3336$标清
精选频道2,http://192.168.2.1:8888/rtp/239.11.0.16:1025$
聚鲨环球精选,http://192.168.2.1:8888/rtp/239.11.0.17:1025$标清
聚鲨环球精选,http://192.168.2.1:8888/rtp/239.21.0.24:3436$标清
足球频道,http://192.168.2.1:8888/rtp/239.10.0.66:1025$标清
足球频道,http://192.168.2.1:8888/rtp/239.20.0.78:3088$标清
重庆汽摩,http://192.168.2.1:8888/rtp/239.10.0.232:1025$标清
重庆汽摩,http://192.168.2.1:8888/rtp/239.20.0.222:2242$标清
HK地面波测试,#genre#
港台電視31,https://cdn.hkdtmb.com/hls/31/index.m3u8
港台電視32,https://cdn.hkdtmb.com/hls/32/index.m3u8
港台電視33,https://cdn.hkdtmb.com/hls/33/index.m3u8
香港開電視,https://cdn.hkdtmb.com/hls/77/index.m3u8
香港國際財經台,https://cdn.hkdtmb.com/hls/76/index.m3u8
翡翠台,https://cdn.hkdtmb.com/hls/81/index.m3u8
翡翠台 (簡/英字幕),https://cdn.hkdtmb.com/hls/81b/index.m3u8
J2台,https://cdn.hkdtmb.com/hls/82/index.m3u8
無綫新聞台,https://cdn.hkdtmb.com/hls/83/index.m3u8
明珠台,https://cdn.hkdtmb.com/hls/84/index.m3u8
明珠台 (粵語聲道),https://cdn.hkdtmb.com/hls/84b/index.m3u8
無綫財經·資訊台,https://cdn.hkdtmb.com/hls/85/index.m3u8
ViuTV,https://cdn.hkdtmb.com/hls/99/index.m3u8
ViuTV Six,https://cdn.hkdtmb.com/hls/96/index.m3u8
